question,A,B,C,D,E,answer,parse,model_output,correctness
大川芎片治疗哪些西医疾病,自体炎症综合征,夏季皮炎,胃肠型感冒,高级睡眠期综合征,蛋白S缺乏导致的血栓形成症,A,该方剂西医疾病为血小板信号处理缺陷、血小板减少症、幽门狭窄、自体炎症综合征、三毛症、血小板紊乱、穆尔-托雷综合征、γ-a-球蛋白、霍纳综合征、脱水型遗传性口腔粘膜细胞增多症、免疫缺陷伴有白细胞和淋巴细胞功能缺陷以及对组胺-1拮抗剂的反应、脾肿大、甘露糖结合凝集素缺乏症,C,0
芪苈强心胶囊中臣药是哪些,牛白藤,小蓟,葶苈子,牛黄,大海米,C,该方剂君臣佐使为君药：附子、黄芪；臣药：葶苈子、人参、丹参；佐药：桂枝,C,1
白清胃散适用于哪些中医证候,胃肠湿热证,心气虚损证,肝风内动证,上犯咽喉证,寒痰阻肺证,A,该方剂中医证候为胃肠湿热证、热毒蕴肠证、胃火证,A,1
速感宁胶囊适用于哪些中医疾病,鼻塞,喘证,瘫痪,雀斑,小儿厌食,A,该方剂中医疾病为鼻塞，头痛，喉痹，咳嗽，痄腮，感冒,E,0
桂林西瓜霜胶囊适用于哪些西医疾病,膝关节炎,宫颈糜烂,2型糖尿病背景型视网膜病变,缺血性脑血管病,Franceschetti - Jadassohn综合征,B,"该方剂西医疾病为宫颈糜烂、中耳炎、单纯性表皮松解症、髋关节发育不良、上前牙突出导致的错颌畸形、46,XX男性性别逆转综合征、多发性脂肪囊肿、脂肪性水肿、乌平顿病、新型冠状病毒肺炎、肝腺瘤、三毛症、霍纳综合征、类风湿结节病、角膜营养不良症、伴有免疫异常的主动脉钙化症、动脉粥样硬化易感性、高级睡眠期综合征、失聪、巨型水泥瘤",B,1
鼻通丸中使药是哪些,大青盐,酸枣仁,黑豆,甘草,苦玄参,D,该方剂君臣佐使为君药：苍耳子；臣药：薄荷、白芷、辛夷；佐药：鹅不食草、黄芩；使药：甘草,D,1
祛风胜湿酒适用于哪些西医疾病,肝肾不足，脑髓失养,甲状旁腺功能亢进症,痤疮,假性低醛固酮症,主动脉瘤,B,该方剂西医疾病为巨球蛋白血症、甲状旁腺功能亢进症、青光眼、多发性脂肪囊肿、新型冠状病毒肺炎、乳腺癌-卵巢癌、低钙高钙血症、三毛症、自体免疫疾病、穆尔-托雷综合征、角膜营养不良症、霍纳综合征、抗磷脂综合征、失聪、脂肪性水肿,E,0
参芪糖浆治疗哪些西医疾病,甲状腺功能亢进所见白细胞减少症,佩里综合征,皮肤毛细血管扩张症与癌症综合征,伴有恶性纤维组织细胞瘤的骺髓质狭窄,硬皮病,A,该方剂西医疾病为甲状腺功能亢进所见白细胞减少症、辅助治疗肿瘤放化疗所致骨髓抑制、青光眼、牙釉质发育不全症、线性伊贺病、上前牙突出导致的错颌畸形、牛皮癣、脂肪性水肿、新型冠状病毒肺炎、遗传性角化性皮炎、巨型水泥瘤、成髓不全症、霍纳综合征、皮炎、抗磷脂综合征、四重单体、失聪、特应性皮炎,A,1
参茸黑锡丸适用于哪些中医证候,营血虚滞证,心血瘀阻证,血瘀阻络证,虚热肺痿,脾胃积热证,B,该方剂中医证候为痰阻心脉证、心血瘀阻证、肾阳亏虚证、痰浊壅肺证,D,0
乌鸡桂圆补酒有哪些功效,活血消癥,除痰定惊,温肾补虚,养阴益心脾,宽胸去积,D,该方剂功效为养阴益心脾，和血通络,C,0
铁娃散铁娃丹具有哪些功效,安神止喘,散风祛寒,清热化滞,活血消痛,活血消肿,C,该方剂功效为清热化滞,A,0
三七片与哪些靶点基因相关,CHRNA1,YES1,SRC,SLC22A3,BLLF1,A,该方剂靶点基因为CHRNA1，CHRND，ACHE，AR，ACE，APLNR，GHRL，CYP19A1，CYP19A1，AURKB，BCL2L1，ARRB1，NR1H4，ABCG2，CAPN1，CNR1，CNR2，CA12，CA14，CA1等。,C,0
强肝丸具有哪些功效,破痞瘤,理气疏肝,皮肤刺激,补脾养血,舒筋活血,D,该方剂功效为补脾养血，益气解郁，利湿清热,D,1
消栓通络颗粒包含哪些中药材,川芎,复方珊瑚姜酊,活性碳,瓜蒌,刺五加,A,该方剂处方为川芎、丹参、黄芪、泽泻、三七、槐花、桂枝、郁金、木香、冰片、山楂,A,1
丁蔻理中丸中臣药是哪些,山僵,白术,瓜萎,焦槟榔,肉苁蓉,B,该方剂君臣佐使为君药：党参；臣药：干姜、白术；佐药：豆蔻、丁香；使药：炙甘草,B,1
蛇咬丸有哪些功效,收敛制酸,消肿止痛,开胃下气,润肺滋肾,养阴润肠,B,该方剂功效为解毒祛风，消肿止痛,B,1
小儿咳喘颗粒的类别是什么,解毒消肿,止咳平喘剂,通络止痛,调和药,消核散结,B,该方剂类别为止咳平喘剂,B,1
冠心生脉丸中佐药是哪些,山羊角,郁金,翠云草,制附子,芒硝,B,该方剂君臣佐使为君药：人参；臣药：五味子、麦冬；佐药：三七、赤芍、郁金、丹参,B,1
肥儿散治疗哪些西医疾病,幼童乳房肿块,免疫缺陷伴有白细胞和淋巴细胞功能缺陷以及对组胺-1拮抗剂的反应,腮腺炎,巨球蛋白血症,克雅氏病,D,该方剂西医疾病为营养不良、巨球蛋白血症、骨痛、强迫症、多发性脂肪囊肿、乌平顿病、新型冠状病毒肺炎、Li-Fraumeni综合征、遗传性角化性皮炎、霍纳综合征、类风湿结节病、角膜营养不良症、伴有免疫异常的主动脉钙化症、李-弗劳米尼综合征、高级睡眠期综合征、脾肿大、失聪、脂肪性水肿,C,0
舒泰丸具有哪些功效,温经祛风,保护创面,清音化痰,舒肝理气,养血益气,D,该方剂功效为舒肝理气,A,0
胆乐胶囊包含哪些中药材,绿茶,郁金,绵大戟,罂粟壳,一枝黄花,B,该方剂处方为猪胆、陈皮、山楂、郁金、连钱草,B,1
健身长春膏含有哪些中药材,土大黄,川芎,双龙风湿跌打流浸膏,紫荆皮,猪脊髓,B,该方剂处方为红参、炙黄芪、茯苓、白术、白芍、炙甘草、熟地黄、当归、川芎、枸杞子、制何首乌、女贞子、桑椹、陈皮、半夏,E,0
午时茶的类别是什么,镇静息风剂,清热祛湿,理气剂,理血剂,解表药,E,该方剂类别为解表药,B,0
骨筋胶囊中臣药是哪些,柘木,石韦,银杏叶,郁金,木香,E,该方剂君臣佐使为君药：乳香、没药；臣药：延胡索、红花、三七、木香、郁金；佐药：马钱子、血竭、独活、白芍、牛膝、桂枝、秦艽,A,0
益肝乐冲剂治疗哪些中医证候,肾虚血瘀证证,肝胆湿热证,少阳阳明合病,肺经燥热证,伤风寒湿凝滞筋骨证,B,该方剂中医证候为湿热蕴蒸证、肝胆湿热证,A,0
脂脉康胶囊中佐药是哪些,萸肉,石楠藤,白兹,刺五加,山慈姑,D,该方剂君臣佐使为君药：普洱茶；臣药：芜蔚子、三七、荷叶、山楂；佐药：刺五加、何首乌、桑寄生、莱菔子、葛根、槐花、黄精、菊花、黄芪、杜仲、大黄,A,0
抗老延年丸含有哪些中药材,大青盐,落花生枝叶,甘草干浸膏,蛇肉,蚕砂,A,该方剂处方为茯苓、炙黄芪、芡实、熟地黄、黑芝麻、侧柏叶、黄精、黑豆、山药、龙骨、琥珀、紫河车、珍珠、制何首乌、核桃仁、天冬、麦冬、玄参、大青盐、大枣,A,1
感冒清热胶囊中君药是哪些,桑寄生,荆芥穗,落新妇提取物,诃子,昆布,B,该方剂君臣佐使为君药：荆芥穗、防风；臣药：紫苏叶、葛根、柴胡、薄荷、白芷；佐药：苦地丁、杏仁、桔梗、芦根,B,1
气血双补丸适用于哪些中医疾病,干霍乱,乳积,解㑊,冷泪,绝经前后诸症,C,该方剂中医疾病为解㑊，月经失调，虚劳,E,0
复方四季青片治疗哪些中医疾病,风癣,五迟,瘾疹,痿痹,感冒,E,该方剂中医疾病为咳嗽，感冒,C,0
孕妇清火丸含有哪些中药材,乌鸡浸膏,黄芩,熟地黄菟丝子,驳骨丹,碎骨木,B,该方剂处方为黄芩、知母、石斛、柴胡、地黄、薄荷、白芍、白术、甘草,B,1
牛黄蛇胆川贝散具有哪些功效,益肾健脾,消解疮毒,清热,化瘀软坚,祛暑利湿,C,该方剂功效为清热，化痰，止咳,C,1
养血饮口服液含有哪些中药材,升华硫,三颗针,石耳,当归,青皮,D,该方剂处方为当归、黄芪、鹿角胶、阿胶、大枣,D,1
养阴镇静片与哪些靶点基因相关,PDHA2,DTYMK,ATP5A1,JAK3,AKR1C1,D,该方剂靶点基因为PLCG1，PLCG2，EBP，SRD5A2，PRKAB1，HTR1B，HTR1D，HTR1E，HTR1F，HTR2B，HTR2C，HTR3A，HTR6，HTR7，ACHE，CHIA，ADA，ADK，ADORA1，ADORA2A等。,A,0
杜仲平压片治疗哪些中医证候,肝肾阴虚证,痰浊内阻证,火热伤津证,血热证,肺气不足证,A,该方剂中医证候为肝肾阴虚证、肝肾不足证,E,0
通便消痤胶囊的类别是哪些,清热解毒,祛风通窍,清热祛暑药,安胎剂,清热消痤,E,该方剂类别为清热消痤,E,1
巴戟补酒适用于哪些西医疾病,上前牙突出导致的错颌畸形,狼疮性肾炎,乙型脑炎以及感染性炎症,乳腺炎,肾功能衰竭,A,该方剂西医疾病为上前牙突出导致的错颌畸形、免疫缺陷伴有白细胞和淋巴细胞功能缺陷以及对组胺-1拮抗剂的反应、乳头状瘤病、多发性脂肪囊肿、乌平顿病、伴有免疫异常的主动脉钙化症、疱疹性皮炎、青光眼、北村网状色素沉着症、角膜营养不良症、掌跖角化症、西门子鱼鳞病、失聪、脂肪性水肿、新型冠状病毒肺炎、疣状角化症、遗传性角化性皮炎、霍纳综合征、牛皮癣,B,0
利肝片的类别是什么,祛湿剂,化痰药,解毒消肿,清热药,温里剂,A,该方剂类别为祛湿剂,D,0
紫雪丹有哪些功效,补血安胎,愈创,制酸,平肝补肾,清热解毒,E,该方剂功效为清热解毒，镇痉熄风，开窍定惊,E,1
四物胶囊与哪些靶点基因相关,SLC22A4,PLCG1,HK1,GSTA4,CRP,B,该方剂靶点基因为PLCG1，PLCG2，RNASEL，EBP，SRD5A2，PRKAB1，HTR1B，HTR2B，HTR2C，HTR6，HTR7，ACHE，ADA，ADK，ADORA1，ADORA2A，ADORA2B，ADORA2A，ADORA3，AHCY等。,A,0
二母安嗽糖浆适用于哪些中医证候,阴虚肺燥证,痹阻脉络证,表虚自汗,外寒证,肝气郁结证,A,该方剂中医证候为肺燥郁热证、阴虚肺燥证,A,1
止咳橘红颗粒中臣药是哪些,威灵仙,布渣叶,法半夏,红豆蔻,干蟾,C,该方剂君臣佐使为君药：瓜蒌皮、化橘红；臣药：法半夏、瓜蒌皮、化橘红、茯苓、陈皮、知母、石膏；佐药：苦杏仁、紫苏子、款冬花、麦冬、桔梗、地黄、紫菀；使药：甘草,C,1
感冒康胶囊具有哪些功效,益气解表,扶肾壮阳,止痢止泻,清热,养血通脉,D,该方剂功效为清热，消炎，解毒,A,0
风湿关节炎丸具有哪些功效,益气养荣,益肾固冲,安神定惊,益气化痰,活血止痛,E,该方剂功效为祛风燥湿，活血止痛,E,1
人参鹿茸丸治疗哪些西医疾病,轻症急性胰腺炎,自发性气胸,乳头状瘤病,上前牙突出导致的错颌畸形,牙龈炎以及小儿夏季热,D,该方剂西医疾病为疱疹性皮炎、骨痛、上前牙突出导致的错颌畸形、血小板信号处理缺陷、血小板减少症、多发性脂肪囊肿、新型冠状病毒肺炎、肝腺瘤、遗传性角化性皮炎、Li-Fraumeni综合征、霍纳综合征、三毛症、白斑病、成髓不全症、伴有免疫异常的主动脉钙化症、免疫缺陷伴有白细胞和淋巴细胞功能缺陷以及对组胺-1拮抗剂的反应、失聪、巨型水泥瘤,E,0
刺五加胶囊适用于哪些西医疾病,化脓性感染,罗兰型癫痫,脱发,系统性红斑狼疮,妇人经期,D,该方剂西医疾病为系统性红斑狼疮,C,0
罗布麻茶适用于哪些中医疾病,眩晕,漏下,疮疡,惊风,血吸虫病,A,该方剂中医疾病为眩晕，失眠，心悸,A,1
小儿止嗽金丸与哪些靶点基因相关,CLPS,PGK1,TAS1R2,CYP24A1,ARG2,D,该方剂靶点基因为CYP24A1，PLCG1，CYP27B1，EBP，HSD17B7，SRD5A2，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PRKAB1，HTR1B，HTR1D，HTR1E，HTR1F，HTR2A，HTR2B等。,A,0
丹参颗粒的类别是哪些,化痰药,理血剂,活血祛风,调和药,补肾壮骨,B,该方剂类别为理血剂,B,1
青蛤散与哪些靶点基因相关,OPRK1,MAFF_RS13750,HLA-DRB3,CCT3,ADCYAP1,A,该方剂靶点基因为HTR1B，HTR1D，HTR1E，HTR2B，HTR2C，HTR3A，HTR6，HTR7，DHCR7，ACHE，ADORA1，ADORA3，ADRA1A，ADRA1D，APP，AR，APAF1，CYP19A1，CYP19A1，AURKB等。,A,1
参茸三鞭丸适用于哪些中医证候,肝火上炎证,肝风内动证,肾阳虚证,心阴虚证,肾元亏虚证,C,该方剂中医证候为肾阳虚证、肾精亏虚证、肾阳不足证、肾阴亏虚证,E,0
安阳精制膏的类别是哪些,补益剂,解表药,蠲痹通络剂,止泻剂,杀虫止痒,C,该方剂类别为蠲痹通络剂,A,0
胃安宁片有哪些功效,调经补血,止咳,制酸敛溃,通经活血,降逆,C,该方剂功效为制酸敛溃，解痉止痛,C,1
加味逍遥片与哪些靶点基因相关,NTSR1,ACHE,PLCG1,SLC7A9,HSP90AB1,C,该方剂靶点基因为PLCG1，PLCG2，RNASEL，EBP，SRD5A2，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PRKAB1，HTR1B，HTR1D，HTR1E，HTR1F，HTR2A，HTR2B，HTR2C等。,A,0
健脾理肠片治疗哪些中医证候,肺肾阴亏，虚火上炎证,气阴亏虚证,脾肾不足证,脾虚湿阻证,风热伤络证,D,该方剂中医证候为脾虚证、脾虚湿阻证,D,1
心达康片治疗哪些西医疾病,原发性肝癌,病毒性心肌炎,糖尿病肾病并慢性肾衰竭,羟考酮所致便秘,前轴缺陷,B,该方剂西医疾病为病毒性心肌炎、高原心脏病、高血压、瘀血闭阻引起的肺源性心脏病,B,1
婴儿保肺散与哪些靶点基因相关,PLCG1,PPP3CA,NDUFB3,THYA,MAPK8,A,该方剂靶点基因为PLCG1，EBP，HSD17B7，SRD5A2，PRKAB1，HTR1B，HTR1D，HTR2B，HTR2C，HTR6，HTR7，CHRNA1，CHRND，ACHE，LYPLA1，LYPLA2，ADA，ADK，ADORA1，ADORA2A等。,A,1
复方刺五加片与哪些靶点基因相关,YWHAG,SERPINA1,ADORA2A,FBXO41,ADORA2B,A,该方剂靶点基因为YWHAG，PLCG1，PLCG2，EBP，SRD5A2，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PRKAB1，HTR2B，HTR2C，HTR6，DHCR7，ACHE，ADA，ADK等。,A,1
枇杷止咳软胶囊中臣药是哪些,鹿心粉,花生衣,绿豆,太子参,白前,E,该方剂君臣佐使为君药：枇杷叶；臣药：桑白皮、白前；佐药：薄荷脑、罂粟壳、桔梗、百部,E,1
麝香舒活精的类别是哪些,益肾明目,和血药,止泻剂,清热药,镇静息风剂,B,该方剂类别为和血药,D,0
安宫牛黄胶囊有哪些功效,活络生发,止血收敛,补肝益肾,止咳抗唠,镇惊开窍,E,该方剂功效为清热解毒，镇惊开窍,E,1
定风止痛胶囊与哪些靶点基因相关,ACHE,PYCR2,CYP24A1,ITK,MGST3,C,该方剂靶点基因为CYP24A1，PLCG1，EBP，SRD5A2，PRKAB1，HTR2B，HTR2C，HTR7，CHRNA1，CHRND，ACHE，ADA，ADK，ADORA1，ADORA2A，ADORA2B，ADORA2A，ADORA3，AHCY，CD38等。,A,0
痧气散与哪些靶点基因相关,SI,MAPK8,PRKAG2,CASP4,UBE2I,A,该方剂靶点基因为SRD5A2，HTR2C，HTR7，ACHE，ADORA3，CD38，ALB，AKR1C3，ALPL，ALK，AMY1B，APP，AR，CYP19A1，CYP19A1，AHR，AURKB，BCL2L1，BACE1，BACE1等。,A,1
肠胃宁片中君药是哪些,缬草,葶苈子,猪殃殃,黄芪,姜半夏,D,该方剂君臣佐使为君药：补骨脂、黄芪；臣药：炙甘草、葛根、干姜、白术、防风、党参；佐药：罂粟壳、赤石脂、延胡索、儿茶、白芍、木香、砂仁、当归；使药：炙甘草,D,1
六味地黄颗粒与哪些靶点基因相关,DAPK1,ASS,ADCY10,NDUFA1,GSTZ1,A,该方剂靶点基因为PLCG1，EBP，SRD5A2，PRKAB1，HTR1B，HTR1D，HTR1E，HTR1F，HTR2A，HTR2B，HTR2C，HTR3A，HTR6，HTR7，PLA2G6，CHRNA1，CHRND，ACHE，ADA，ADK等。,A,1
灵源万应茶适用于哪些西医疾病,癣病,溃疡性结肠炎,辅助治疗肿瘤放化疗所致骨髓抑制,湿热型小儿泄泻,三毛症,E,该方剂西医疾病为三毛症、中性粒细胞减少、γ-a-球蛋白、免疫缺陷伴有白细胞和淋巴细胞功能缺陷以及对组胺-1拮抗剂的反应、多发性脂肪囊肿、乌平顿病、低钙高钙血症、伴有免疫异常的主动脉钙化症、脾肿大、疱疹性皮炎、单纯性表皮松解症、Li-Fraumeni综合征、失聪、血小板减少症、网状色素性皮肤病、新型冠状病毒肺炎、遗传性角化性皮炎、霍纳综合征、脂肪性水肿,D,0
银黄含片适用于哪些中医证候,脾虚泻,风热证,胃火证,肾阴虚证,胞宫寒湿证,B,该方剂中医证候为肺胃热盛证、风热证,B,1
胃太平胶囊与哪些靶点基因相关,PLCG1,ASRGL1,MAP3K7,GSTM5,ADORA3,A,该方剂靶点基因为PLCG1，EBP，SRD5A2，PRKAB1，HTR1B，HTR1D，HTR1E，HTR2B，HTR2C，HTR3A，HTR6，HTR7，DHCR7，ACHE，ADA，ADK，ADORA1，ADORA2A，ADORA2B，ADORA2A等。,A,1
柴银口服液与哪些靶点基因相关,TDP2,ESD,TSTA3,FFAR4,EGF,D,该方剂靶点基因为CYP24A1，YWHAG，PLCG1，RNASEL，CYP27B1，EBP，HSD17B7，SRD5A2，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PRKAB1，HTR1B，HTR1D，HTR2B，HTR2C等。,A,0
骨痛药酒有哪些功效,化痰减肥,软坚止痛,散风,补气健脾,祛风定痛,E,该方剂功效为祛风定痛，舒筋活络,E,1
息伤乐酊有哪些功效,活血化瘀,开窍辟秽,补血理气,温中健脾,止嗽,A,该方剂功效为活血化瘀，消肿止痛,A,1
消痞阿魏丸适用于哪些西医疾病,肾性血尿,椎基底动脉供血不足,自体免疫疾病,急性乳腺炎,十二指肠球部溃疡,C,该方剂西医疾病为骨痛、强迫症、青光眼、多发性脂肪囊肿、乌平顿病、新型冠状病毒肺炎、低钙高钙血症、遗传性角化性皮炎、自体免疫疾病、霍纳综合征、粘膜溃疡、类风湿结节病、伴有免疫异常的主动脉钙化症、免疫缺陷伴有白细胞和淋巴细胞功能缺陷以及对组胺-1拮抗剂的反应、高级睡眠期综合征、失聪、脂肪性水肿,E,0
银黄注射液适用于哪些中医疾病,感冒,滑精,发热,肺热病,多汗症,A,该方剂中医疾病为风温，发热，感冒,A,1
疮肿灵软膏治疗哪些中医疾病,血证,疮疡,经行乳房胀痛,湿疹,鼻咽癌,B,该方剂中医疾病为丹毒，疮疡，红丝疔，乳痈,D,0
牛黄醒消丸中佐药是哪些,功劳叶,甘草,狗腿骨,马齿苋,乳香,E,该方剂君臣佐使为君药：牛黄；臣药：麝香；佐药：乳香、没药；使药：雄黄,C,0
抗栓保心片适用于哪些西医疾病,新生儿毒性红斑,帕克曼发育不良症,肾上腺雄激素分泌过多,慢性前列腺炎伴勃起功能障碍,巨球蛋白血症,E,"该方剂西医疾病为巨球蛋白血症、免疫缺陷伴有白细胞和淋巴细胞功能缺陷以及对组胺-1拮抗剂的反应、46,XX男性性别逆转综合征、神经元病变、真皮皱褶、多发性脂肪囊肿、幽门狭窄、桥本甲状腺炎、遗传性角化性皮炎、三毛症、霍纳综合征、肝硬化、指纹模式相关的表型异常、四重单体、失聪、巨型水泥瘤",D,0
小儿清热止咳口服液中臣药是哪些,苦杏仁,黄柏,大麻药,淡竹叶,红茶,A,该方剂君臣佐使为君药：麻黄、石膏；臣药：苦杏仁、黄芩；佐药：板蓝根、北豆根；使药：甘草,A,1
二陈合剂含有哪些中药材,猪胆粉,姜半夏,三叉苦,篇蓄,广东紫珠干浸膏,B,该方剂处方为陈皮、姜半夏、茯苓、炙甘草、生姜,B,1
喉疾灵胶囊治疗哪些中医证候,热毒壅滞证,热伤风证,热毒内蕴证,阴虚热盛证,痰蒙清窍证,C,该方剂中医证候为热毒攻喉证、热毒内蕴证、上攻咽喉证、肺胃热盛,A,0
妇乐颗粒适用于哪些中医证候,眼瘠,胞宫血热证,寒湿内盛证,肺胃热盛,督脉证,B,该方剂中医证候为湿热瘀结证、瘀热证、胞宫血热证,B,1
清热感冒冲剂含有哪些中药材,鸭脚木,醋南五味子,穿山,低分子右旋糖酐注射液,马鞭草,E,该方剂处方为紫苏叶、一枝黄花、马鞭草、土荆芥、爵床、枇杷叶、野甘草,E,1
复方消食冲剂与哪些靶点基因相关,NPBWR1,CYP24A1,FGFR3,CHRM4,PTPN13,B,该方剂靶点基因为CYP24A1，PLCG1，CYP27B1，EBP，SRD5A2，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PRKAB1，HTR1B，HTR1D，HTR1E，HTR1F，HTR2A，HTR2B，HTR2C等。,D,0
雪上一枝蒿速效止痛搽剂的类别是什么,理血剂,补益药,祛风药,和血药,泻下剂,D,该方剂类别为和血药,C,0
小儿金丹片中君药是哪些,竹茹,橘叶,丁香油,荆芥穗,南沙参,D,该方剂君臣佐使为君药：牛蒡子、薄荷脑、荆芥穗、西河柳、羌活、葛根、防风；臣药：大青叶、玄参、地黄、赤芍、冰片；佐药：水牛角、川贝母、羚羊角、清半夏、胆南星、钩藤、桔梗、枳壳、橘红、天麻、前胡、木通、朱砂；使药：甘草,D,1
妇必舒阴道泡腾片适用于哪些西医疾病,硬骨鱼,强迫症,膀胱憩室,主动脉瓣疾病,2型糖尿病背景型视网膜病变,B,该方剂西医疾病为强迫症、上前牙突出导致的错颌畸形、粘膜溃疡、动脉粥样硬化易感性、免疫缺陷伴有白细胞和淋巴细胞功能缺陷以及对组胺-1拮抗剂的反应、多发性脂肪囊肿、乌平顿病、肝腺瘤、低钙高钙血症、类风湿结节病、伴有免疫异常的主动脉钙化症、低脑脂蛋白血症、体重指数定量特征点1、高级睡眠期综合征、失聪、新型冠状病毒肺炎、霍纳综合征、重度情感障碍、脂肪性水肿,E,0
齿痛宁适用于哪些中医疾病,牙痛,青光眼,蛔厥,旌痹,伤湿,A,该方剂中医疾病为牙痛,A,1
云香精适用于哪些中医证候,脾胃积热证,痰浊蒙窍证,脾虚肝旺证,湿热困脾证,风邪袭表证,E,该方剂中医证候为风寒湿凝滞筋骨证、风湿证、风邪袭表证,E,1
金嗓散结颗粒治疗哪些西医疾病,皮肤病,髋关节发育不良,胚胎移植,动脉瘤,消化性溃疡,B,该方剂西医疾病为疱疹性皮炎、伴有免疫异常的主动脉钙化症、巨球蛋白血症、心肌病、髋关节发育不良、青光眼、球形红细胞增多症、新型冠状病毒肺炎、遗传性角化性皮炎、霍纳综合征、角膜营养不良症、肝硬化、γ-a-球蛋白、免疫缺陷伴有白细胞和淋巴细胞功能缺陷以及对组胺-1拮抗剂的反应、脾肿大、脊柱骺发育不良Tarda、失聪、脂肪性水肿,E,0
中风回春胶囊有哪些功效,活血化瘀,补阴培阳,调补肝肾,改善微循环,固表和营,A,该方剂功效为活血化瘀，舒筋通络,A,1
肝达康片适用于哪些中医疾病,胃癌,消化道肿瘤,腰肌劳损,腹胀,喉痹,D,该方剂中医疾病为下痞，胁痛，腹胀,B,0
益气润肠膏适用于哪些中医疾病,胁肋痛,遗精月经过多,便秘,癥瘕,蛔厥,C,该方剂中医疾病为腹胀，便秘,C,1
小儿香橘丸与哪些靶点基因相关,SQLE,QARS1,NDUFA5,HCK,CA4,E,该方剂靶点基因为CYP24A1，PLCG1，CYP27B1，EBP，SRD5A2，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PRKAB1，HTR1B，HTR1D，HTR1E，HTR1F，HTR2A，HTR2B，HTR2C等。,A,0
清宫寿桃丸包含哪些中药材,瓜蒌仁,红豆蔻,枳壳干浸膏,当归,茵陈提取物,D,该方剂处方为驴肾、鹿肾、狗肾、枸杞子、人参、天冬、麦冬、地黄、当归、益智、蚕砂、酸枣仁、分心木,D,1
少林正骨精的类别是哪些,理气药,调和药,接骨续筋,清热消痤,和血药,E,该方剂类别为和血药,C,0
肠胃适胶囊中臣药是哪些,岗梅,小蓟,草乌,铁线草,凤尾草,E,该方剂君臣佐使为臣药：凤尾草、黄连须、两面针；佐药：鸡骨香、救必应、葛根、防己,E,1
清热神芎丸治疗哪些中医疾病,脘痞,遗精,经行头痛,便秘,肢痿,D,该方剂中医疾病为牙痛，便秘,D,1
石淋通片治疗哪些中医疾病,乳癖,石淋,热淋,绝经前后诸病,痛经,B,该方剂中医疾病为热淋，石淋,C,0
消食健脾片与哪些靶点基因相关,NLRP3,GANAB,F3,CTH,NDUFA11,C,该方剂靶点基因为CYP24A1，PLCG1，CYP27B1，HSD17B7，SRD5A2，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PRKAB1，HTR1B，HTR1D，HTR1E，HTR1F，HTR2B，HTR2C，HTR6等。,A,0
风湿止痛药酒治疗哪些西医疾病,失聪,髓质海绵肾,各类贫血,小儿变应性鼻炎,单纯性表皮松解症,E,该方剂西医疾病为单纯性表皮松解症、多发性脂肪囊肿、新型冠状病毒肺炎、低钙高钙血症、遗传性角化性皮炎、Li-Fraumeni综合征、霍纳综合征、三毛症、四重单体、垂直距骨、角膜营养不良症、伴有免疫异常的主动脉钙化症、球形红细胞增多症、抗磷脂综合征、脾肿大、失聪、脂肪性水肿,D,0
黄连解毒汤治疗哪些西医疾病,小儿反复呼吸道感染,泌尿系感染,鱼鳞病,甲状腺功能亢进症,痤疮,B,"该方剂西医疾病为乙型脑炎以及感染性炎症、痢疾、流行性脑脊髓膜炎、败血症、泌尿系感染、肺炎、脓毒血症、外阴阴道炎、上前牙突出导致的错颌畸形、神经元病变、46,XX男性性别逆转综合征、多发性脂肪囊肿、桥本甲状腺炎、肝腺瘤、乳腺癌-卵巢癌、Li-Fraumeni综合征、自体免疫疾病、霍纳综合征、远端骨硬化、穆尔-托雷综合征、肝硬化、四重单体、失聪、巨型水泥瘤",B,1
黄水疮散包含哪些中药材,白凡士林,粳米,唐古特乌头,白芷,蛇莓,D,该方剂处方为五倍子、白矾、黄柏、槐花、白芷、轻粉、铅丹,D,1
断血流胶囊适用于哪些中医疾病,月经过多,劳淋,天行赤眼暴翳,痉病,癔病,A,该方剂中医疾病为月经过多，崩漏，咯血，吐血，便血，尿血,A,1
抗栓胶囊包含哪些中药材,稻米,桔梗提取物,土茯苓,木汉果,头花蓼,C,该方剂处方为当归、丹参、僵蚕、壁虎、土鳖虫、蜈蚣、水蛭、蜂房、地龙、马钱子、麝香、蟾酥、甘草、土茯苓、延胡索、骨碎补、乌梢蛇、虻虫、穿山甲,E,0
妇康口服液与哪些靶点基因相关,GLRX2,PROS1,PPP2CB,ALDH1A3,PTAFR,E,该方剂靶点基因为YWHAG，PLCG1，SRD5A2，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PRKAB1，HTR1B，HTR1D，HTR1E，HTR1F，HTR2A，HTR2B，HTR2C，HTR3A，HTR6等。,A,0
