question,A,B,C,D,E,answer,parse,model_output,correctness
松花粉配苦瓜具有哪些功效,燥湿化痰,利湿通淋,祛瘀生新,安神除烦,促进食欲,E,该中药配伍为苦瓜具有降低血糖、美容养颜、促进食欲等功效，其能够和松花粉搭配，可以帮助控制血糖水平。,B,0
谷精草适用于哪些证候,风阳夹痰证,血热出血证,水湿内停病证,脾胃气虚证,风热表征,E,该中药中医证候为温病卫分证，风热表征，风热证,C,0
合成龙脑的类别是什么,祛风湿药,开窍药,清热药,泻下药,驱虫药,B,该中药一级类别为开窍药,B,1
珠子参适用于哪些证候,气滞血瘀证,血分证,气阴两虚证,血热证,呃逆诸证,C,该中药中医证候为气阴两虚证，外伤证,C,1
茯苓皮的性味归经是哪些,辛、苦、酸，温。归肝、脾、肺经。,辛、苦，温。归脾、胃、大肠、三焦、胆经。,甘、淡，平。归肺、脾、肾经。,甘、辛，凉。归脾、胃经。,辛，温。归肺、脾、肾、膀胱经。,C,该中药性味归经为甘、淡，平。归肺、脾、肾经。,B,0
高良姜适用于哪些中医疾病,胎动不安,呕吐,蛇丹,温疫,闪腰,B,该中药中医疾病为呕吐，吞酸,D,0
鸭跖草具有哪些功效,软坚散结,下气止痛,行气消食,清热泻火,消肿,D,该中药功效为清热泻火，解毒，利水消肿,C,0
紫花地丁治疗哪些中医疾病,消渴,鼻衄,丹毒,热疮,风疹,C,该中药中医疾病为毒蛇咬伤，丹毒，疗疮，发背,B,0
鸡冠花的性味归经是哪些,苦，微寒。归肝、大肠经。,甘、涩，凉。归肝、大肠经。,苦，寒；有小毒。归肺、胃、大肠经。,苦，寒。归心、脾、胃、肝、胆、大肠经。,辛、苦，温。归心、肝、脾经。,B,该中药性味归经为甘、涩，凉。归肝、大肠经。,A,0
干漆具有哪些功效,消积杀虫,消痰涤饮,凉血祛风,排脓,回阳通脉,A,该中药功效为破瘀通经，消积杀虫,D,0
路路通与哪个靶标相关,TRMT1,NAE1,PRODH2,MMUT,ACHE,E,该中药靶点基因为ACHE，ALB，APP，AR，CYP19A1，CYP19A1，NR1H4，CNR2，CA14，CA1，CA2，CA4，CA5A，CA5B，CA7，CA9，CASP1，CTSD，CD81，CETP等。,B,0
扶芳藤具有哪些功效,固表止汗,重镇降逆,益气血,杀虫消积,补肾涩精,C,该中药功效为益气血，补肝肾，舒筋活络，化瘀止血,A,0
干漆的类别是哪些,补血药,祛风湿热药,破血消癥药,敛肺涩肠药,清虚热药,C,该中药二级类别为破血消癥药,C,1
白前的性味归经是哪些,辛、苦，微温。归肺经。,苦，微寒。归肝、胆经,苦、辛，温。归肝、肾经。,苦，寒；有小毒。归肝、小肠、膀胱经。,辛，温。归心、肝经。,A,该中药性味归经为辛、苦，微温。归肺经。,B,0
紫花前胡配薄荷、牛蒡子、桔梗等有哪些功效,补气健脾,补气固脱,疗伤止痛,宣肺化痰,消食化积,D,该中药配伍为用于治疗外感风热、身热头痛、咳嗽痰多等症状。这些中药都具有疏风散热、化痰宣肺的功效，与紫花前胡配伍可以增强疗效。,D,1
鸭跖草治疗哪些证候,阳虚外感证,脏腑火热证,膀胱虚冷证,虚阳上浮证,寒凝气滞证,B,该中药中医证候为气分实热证，脏腑火热证,C,0
牛膝的类别是哪些,固表止汗药,温经止血药,补阳药,活血调经药,破血消癥药,D,该中药二级类别为活血调经药,B,0
冬瓜子的类别是哪些,化痰止咳平喘药,利水渗湿药,驱虫药,安神药,补虚药,B,该中药一级类别为利水渗湿药,B,1
橘核适用于哪些中医疾病,死胎,水鼓,瘙痒,乳痈,久疟,D,该中药中医疾病为乳痈，乳癖，疝气,C,0
黑芝麻配何首乌有哪些功效,止咳祛痰,利咽止痛,消积止痛,活血消斑,滑肠通便,E,该中药配伍为黑芝麻甘润而平，长于补益肝肾，益精养血；何首乌甘涩微温，善于补益精血，固肾乌发。两药配伍，可增强补益肝肾，固肾乌发的作用，适用于肝肾不足，精血亏虚引起的腰膝酸软，头晕耳鸣，须发早白，脱发等。,D,0
香薷配苦杏仁具有哪些功效,清热滋阴,清肺泻火,清热解暑,清泻肺热,舒筋通脉,C,该中药配伍为香薷善于发汗解表，化湿和中；苦杏仁偏于宣肃肺气。二者配伍，既能发散表邪，又能降肺理气和胃，常用治夏月外感寒湿所致的恶寒发热、无汗咳嗽等。,C,1
枸骨叶配枸杞子具有哪些功效,驱虫消积,止痛消肿,祛痰利咽,强健腰膝,去瘀止痛,D,该中药配伍为枸骨叶功能益肝肾，平肝阳；枸杞子功善补肝肾，益精血。二药配伍，共奏滋补肝肾，强健腰膝，平抑肝阳之效，适用于肝肾阴虚，阴虚阳亢之眩晕、耳鸣、腰膝痿弱。、枸骨叶功能益肝肾，平肝阳；枸杞子功善补肝肾，益精血。二药配伍，共奏滋补肝肾，强健腰膝，平抑肝阳之效，适用于肝肾阴虚，阴虚阳亢之眩晕、耳鸣、腰膝痿弱。、枸骨叶功能益肝肾，平肝阳；枸杞子功善补肝肾，益精血。二药配伍，共奏滋补肝肾，强健腰膝，平抑肝阳之效，适用于肝肾阴虚，阴虚阳亢之眩晕、耳鸣、腰膝痿弱。,A,0
威灵仙治疗哪些证候,虚风内动证,心虚证,肝郁证,风湿热痹证,痰浊证,D,该中药中医证候为风寒湿痹证，风湿热痹证，风湿证,D,1
皂角刺有哪些功效,解毒,消肿止痛,止带,杀虫,泻热行滞,D,该中药功效为消肿托毒，排脓，杀虫,C,0
仙桃草适用于哪些中医疾病,震颤,脱发,咯血,风疹,尿血,C,该中药中医疾病为疝气，咯血，吐血，便血,C,1
零陵香配石膏具有哪些功效,清热消积,清利头目,凉血止痢,调经安胎,补肾益精,B,该中药配伍为石膏具有清热泻火、除烦止渴的功效，与零陵香配伍，可以增强清热泻火的作用，适用于治疗高热烦躁、口渴等症状。、石膏具有清热泻火、除烦止渴的功效，与零陵香配伍，可以增强清热泻火的作用，适用于治疗高热烦躁、口渴等症状。,B,1
川木通配生地黄、甘草、竹叶具有哪些功效,疏肝理气,祛痰利咽,养阴生津,补肾壮腰,滋阴止血,C,该中药配伍为生地黄具有清热凉血、养阴生津的功效，甘草能调和药性、清热解毒，竹叶则能清热除烦、生津利尿，与川木通配伍使用，可以清心除烦、利尿通淋。、生地黄具有清热凉血、养阴生津的功效，甘草能调和药性、清热解毒，竹叶则能清热除烦、生津利尿，与川木通配伍使用，可以清心除烦、利尿通淋。、生地黄具有清热凉血、养阴生津的功效，甘草能调和药性、清热解毒，竹叶则能清热除烦、生津利尿，与川木通配伍使用，可以清心除烦、利尿通淋。、生地黄具有清热凉血、养阴生津的功效，甘草能调和药性、清热解毒，竹叶则能清热除烦、生津利尿，与川木通配伍使用，可以清心除烦、利尿通淋。、生地黄具有清热凉血、养阴生津的功效，甘草能调和药性、清热解毒，竹叶则能清热除烦、生津利尿，与川木通配伍使用，可以清心除烦、利尿通淋。、生地黄具有清热凉血、养阴生津的功效，甘草能调和药性、清热解毒，竹叶则能清热除烦、生津利尿，与川木通配伍使用，可以清心除烦、利尿通淋。,B,0
绵马贯众治疗哪些中医疾病,湿热痢,水肿,温毒发斑,牙痞,烦躁,C,该中药中医疾病为温毒发斑，感冒，崩漏，漏下，头痛，腹痛,C,1
红芪包含哪些化学成分,豨签精醇,精氨酸酯酶,多种氨基酸,白芥子苷,橄榄树脂素,C,该中药化学成分为红芪多糖，刺芒柄花素，多种氨基酸，刺芒柄花素，阿魏酸烷(基)酯,C,1
黄药子的性味归经是哪些,苦，寒，有小毒。归肺、肝、心经。,甘、酸，平。归肝、胆、心经。,甘、苦，寒。归肝、胃经。,甘、苦、咸，微寒。归肝、大肠经。,苦、辛，凉。归肺、胃经。,A,该中药性味归经为苦，寒，有小毒。归肺、肝、心经。,A,1
白术适用于哪些证候,燥痰证,湿阻中焦证,痰饮证,肝胃气滞证,气滞证,C,该中药中医证候为心气虚证，脾气虚证，肾气虚证，肺气虚证，痰饮证，脾虚证,B,0
功劳叶配知母具有哪些功效,强健腰膝,补血活血,清泻肺热,益气活血,除湿止痛,A,该中药配伍为功劳叶清热滋养，止咳化痰；知母清热泻火，滋阴润燥。二药配伍，增强滋肾润肺，清热化痰之功，适用于虚劳咳嗽，骨蒸潮热。,C,0
射干配升麻有哪些功效,清利咽喉,杀虫补血,理气止痛,温阳益气,温中行气,A,"该中药配伍为射干苦寒降泄，专入肺经，长于清泻肺火，有解毒、祛痰、利咽之效，为治喉痹咽痛之要药。而升麻性味辛甘微寒，主入胃、肺经，能升能散，既有发表退热之功，又能清热解毒，尤善清解阳明热毒，为治胃火热毒蕴结所致的牙龈肿痛、口舌生疮、咽肿喉痛之良药。两药相配，清热解毒、利咽散结之功卓著,适用于痰火热毒蕴结肺胃之咽喉壅塞，唇肿口疮等。且升麻兼能宣肺解毒透疹，射干尚善降肺祛痰止咳，两药相配，有良好的解毒透疹，清肺化痰止咳之效，适用于麻疹咳嗽声痞，咽喉肿痛。、射干苦寒降泄，专入肺经，长于清泻肺火，有解毒、祛痰、利咽之效，为治喉痹咽痛之要药。而升麻性味辛甘微寒，主入胃、肺经，能升能散，既有发表退热之功，又能清热解毒，尤善清解阳明热毒，为治胃火热毒蕴结所致的牙龈肿痛、口舌生疮、咽肿喉痛之良药。两药相配，清热解毒、利咽散结之功卓著,适用于痰火热毒蕴结肺胃之咽喉壅塞，唇肿口疮等。且升麻兼能宣肺解毒透疹，射干尚善降肺祛痰止咳，两药相配，有良好的解毒透疹，清肺化痰止咳之效，适用于麻疹咳嗽声痞，咽喉肿痛。、射干苦寒降泄，专入肺经，长于清泻肺火，有解毒、祛痰、利咽之效，为治喉痹咽痛之要药。而升麻性味辛甘微寒，主入胃、肺经，能升能散，既有发表退热之功，又能清热解毒，尤善清解阳明热毒，为治胃火热毒蕴结所致的牙龈肿痛、口舌生疮、咽肿喉痛之良药。两药相配，清热解毒、利咽散结之功卓著,适用于痰火热毒蕴结肺胃之咽喉壅塞，唇肿口疮等。且升麻兼能宣肺解毒透疹，射干尚善降肺祛痰止咳，两药相配，有良好的解毒透疹，清肺化痰止咳之效，适用于麻疹咳嗽声痞，咽喉肿痛。、射干苦寒降泄，专入肺经，长于清泻肺火，有解毒、祛痰、利咽之效，为治喉痹咽痛之要药。而升麻性味辛甘微寒，主入胃、肺经，能升能散，既有发表退热之功，又能清热解毒，尤善清解阳明热毒，为治胃火热毒蕴结所致的牙龈肿痛、口舌生疮、咽肿喉痛之良药。两药相配，清热解毒、利咽散结之功卓著,适用于痰火热毒蕴结肺胃之咽喉壅塞，唇肿口疮等。且升麻兼能宣肺解毒透疹，射干尚善降肺祛痰止咳，两药相配，有良好的解毒透疹，清肺化痰止咳之效，适用于麻疹咳嗽声痞，咽喉肿痛。",A,1
四季青具有哪些药理作用,抗肝损伤,抑菌,促进骨折愈合,抗寒冷,抗炎,B,该中药药理为抗肿瘤，抗炎，抑菌，抗菌,C,0
木蝴蝶具有哪些药理作用,消胀,抗冠作用,安胎,抗变态反应,抗早孕,D,该中药药理为抗炎，抗变态反应，利尿，利胆，降低胆固醇,B,0
贯众的性味归经是哪些,苦，微寒；有小毒。归大肠、小肠、脾经。,甘、咸，平。归肺、心、肝经。,咸，平。归肺、胃、肝经。,苦，微寒；有小毒。归肝、胃经。,辛，平。归心、小肠、肺经。,D,该中药性味归经为苦，微寒；有小毒。归肝、胃经。,A,0
肉苁蓉治疗哪些中医疾病,尿血,水肿,不孕,胎漏,气喘,C,该中药中医疾病为不孕，阳痿,C,1
蒿蓄具有哪些药理作用,强心作用,护肝,促进锌的吸收,润肺止咳,利尿,E,该中药药理为利尿，抗菌，降脂减肥，抗肝纤维化,C,0
香附含有哪些化学成分,香叶烯,獐牙菜苷,粉防己碱,香附烯,新绿原酸,D,该中药化学成分为香附烯，β芹子烯，α-香附酮，β香附酮，广藿香酮,"A,D,E",0
轻粉配硫黄有哪些功效,温肾助阳,补益心气,发散风寒,敛疮生肌,涩肠止泻,D,该中药配伍为轻粉性寒，外用攻毒杀虫敛疮；硫黄性温，外用攻毒杀虫疗疮。二药配伍，能增强攻毒杀虫疗疮之功，外用治疥疮。、轻粉性寒，外用攻毒杀虫敛疮；硫黄性温，外用攻毒杀虫疗疮。二药配伍，能增强攻毒杀虫疗疮之功，外用治疥疮。,D,1
石楠叶具有哪些药理作用,改善记忆,抗炎,利胆排石,心血管系统,降血脂,B,该中药药理为安定，降温，镇痛，抗炎，抗癌,C,0
大叶紫珠适用于哪些西医疾病,热性惊厥,淋巴因子缺乏症,卵巢早衰,抗磷脂综合征,多囊性肾病3，伴或不伴多囊性肝病,D,该中药西医疾病为抗磷脂综合征、淀粉样变性、高胆固醇血症、伯纳德-苏利尔综合征、脾肿大、伊贺肾病、毛细血管畸形-动静脉畸形、肝硬化、自体炎症综合征、心肌病、肾炎/骨质疏松症、中性粒细胞增多症、盆腔脂肪瘤伴交叉性肾异位症、球形红细胞增多症、冷冻性水肿,D,1
钟乳石有哪些功效,利湿止痒,解毒止痛,强筋健骨,制酸,化瘀,D,该中药功效为温肺，助阳，平喘，制酸，通乳,D,1
制川乌与哪些靶点基因有关,CMTM4,ADPRS,ATP1A4,ALDH1A2,SRD5A2,E,该中药靶点基因为SRD5A2，ADORA2A，ADORA2A，AR，CYP19A1，CYP19A1，NR1H4，CA12，CA14，CA1，CA2，CA7，CA9，CTDSP1，CISD1，BCHE，F10，HSD11B1，CYP2C9，FABP3等。,A,0
白术配半夏具有哪些功效,养血活血,泻热导滞,散瘀止血,健脾燥湿,平抑肝阳,D,该中药配伍为白术功善补气健脾燥湿，半夏功长燥湿化痰止呕。两药配伍，可增强健脾燥湿化痰的功效，适用于脾虚生痰所致眩晕头痛，胸闷呕恶等。、白术功善补气健脾燥湿，半夏功长燥湿化痰止呕。两药配伍，可增强健脾燥湿化痰的功效，适用于脾虚生痰所致眩晕头痛，胸闷呕恶等。,D,1
满山红的类别是哪些,活血疗伤药,发散风寒药,清虚热药,止咳平喘药,活血止痛药,D,该中药二级类别为止咳平喘药,E,0
小茴香具有哪些功效,散寒止痛,益肾,燥湿行气,补肾益肺,解暑,A,该中药功效为散寒止痛，理气和胃,C,0
辛夷包含哪些化学成分,马勃素,金圣草素,己酸,3-苯基丙烯酸,木兰箭毒碱,E,"该中药化学成分为木兰脂素，松脂素二甲醚，芸香苷，槲皮素-7-O-葡萄糖苷，柳叶木兰碱，木兰箭毒碱，乙酸龙脑酯，反式丁香烯，β-蒗烯，1,8-桉叶素",C,0
大青叶适用于哪些中医疾病,胸痹,强中,丹毒,蛔厥,咳血,C,该中药中医疾病为温病，丹毒，喉痹，神昏,C,1
苦楝子治疗哪些证候,心火亢盛证,热毒证,气阴两虚证,虫积证,肝肾阴虚证,D,该中药中医证候为肝郁化火证，虫积证,D,1
炒蔓荆子包含哪些化学成分,莰烯,千金子素,王不留行次皂苷A～H,4-羟苄基甲醚,异黄酮,A,该中药化学成分为莰烯，蒎烯，蔓荆子黄素，γ-氨基丁酸,"A, B, D",0
龟甲适用于哪些证候,心虚证,外感风寒证,肝胃气滞证,风水证,精血亏虚证,A,该中药中医证候为虚风内动证，阴虚津亏证，阴虚证，心虚证,E,0
板蓝根含有哪些化学成分,丁香油酚,雌酮,α-香附酮,甘草次酸,告依春,E,该中药化学成分为告依春，表告依春，精氨酸，脯氨酸，谷氨酸，酪氨酸,A,0
冰片具有哪些功效,滑肠通便,补脾养胃,清热止痛,安胎,息风,C,该中药功效为开窍醒神，清热止痛,C,1
瓦楞子包含哪些化学成分,蒲公英甾醇,芒硝 二氧化硅,碳酸钙,梭砂贝母 酮碱,异鼠李素-3-O-β-芸香糖苷,C,该中药化学成分为碳酸钙，少量磷酸钙，硅酸盐，磷酸盐,B,0
郁金配柴胡有哪些功效,清燥润肺,补脾益肾,疏肝行气,豁痰开窍,息风止痉,C,该中药配伍为郁金入血分能活血化瘀，入气分能疏肝解郁；柴胡仅入气分而善疏肝行气。两药配伍，共入肝经，气血同治，增强了疏肝行气、活血止痛之力，适用于肝郁气滞、瘀血内停所致的胸胁胀痛或刺痛、月经不调、经行腹痛等证。、郁金入血分能活血化瘀，入气分能疏肝解郁；柴胡仅入气分而善疏肝行气。两药配伍，共入肝经，气血同治，增强了疏肝行气、活血止痛之力，适用于肝郁气滞、瘀血内停所致的胸胁胀痛或刺痛、月经不调、经行腹痛等证。,C,1
荆芥穗的性味归经是哪些,甘、咸，微寒。归肝、胆、肾、膀胱经。,辛，微温。归肺、肝经。,甘，寒。归肺、大肠经。,甘，寒。归肺、胃、大肠经。,微苦、涩，凉。归肝经。,B,该中药性味归经为辛，微温。归肺、肝经。,B,1
橘核的类别是哪些,祛风湿药,理气药,活血化瘀药,解表药,安神药,B,该中药一级类别为理气药,C,0
元胡与哪些靶点基因有关,OPRD1,PHC3,PTK2,KPNA3,NAIP,A,该中药靶点基因为DRD2，HTR3A，FCAMR，Ppp1r18os，CXCL17，OPRD1，SLC6A4，KSR2，RXRB，PDE10A，DLG4，CREBL2，DLAT，OPRK1，OPRM1，SLC17A7，PNMA8B，TDRP，ARGLU1，SHPK等。,B,0
胡颓子叶有哪些功效,敛肺,清肺降气,消肿生肌,祛湿止痒,利湿,A,该中药功效为敛肺，平喘，止咳，止血，止泻,B,0
没药治疗哪些中医疾病,腹痛,脱发,风水,痰核,黄疸,A,该中药中医疾病为胸痹心痛，湿痹，疮疡，经闭，痛经，腹痛,C,0
浮小麦有哪些药理作用,提高免疫力,利胆,抗病原微生,助消化,退黄,A,该中药药理为抑菌，提高免疫力,D,0
制天南星的类别是什么,化痰止咳平喘药,化痰止咳平喘药,解表药,止血药,泻下药,A,该中药一级类别为化痰止咳平喘药,A,1
信石具有哪些药理作用,麻痹,改善学习记忆,抗肿瘤,促进造血功能,镇惊,C,该中药药理为抗肿瘤，平喘,A,0
草果有哪些功效,滋阴潜阳,消食,回乳消胀,截疟除痰,发汗解表,D,该中药功效为燥湿温中，截疟除痰,B,0
豆蔻具有哪些功效,化湿行气,通脉平喘,利湿,固肾涩精,固经止崩,A,该中药功效为化湿行气，温中止呕，开胃消食,A,1
铁皮石斛含有哪些化学成分,柳穿鱼叶苷,肉豆蔻酸十八烷基酯,阿魏酸烷(基)酯,硒,甘遂萜酯A和B,D,该中药化学成分为石斛酚，石斛碱，氨基酸，钙，石斛多糖，镁，硒,A,0
紫珠叶适用于哪些证候,亡阳证,脾胃虚弱型证,肾阳虚衰证,初期邪实证,风热表征,D,该中药中医证候为初期邪实证，外伤证，热毒证,D,1
急性子治疗哪些西医疾病,指甲疾病,高胆固醇血症,全身性癫痫伴热性惊厥加号,眼咽肌营养不良症,卢瑟福综合征,D,该中药西医疾病为眼咽肌营养不良症、轴性骨软化症、胰腺炎、低钙高钙血症、低钙血症、伴有或不伴有额颞叶痴呆的包涵体肌病与早发性帕杰特病、肌病、鲁西-列维遗传性反射性肌张力障碍、纹状体变性、肾炎/骨质疏松症、核上性麻痹、软骨病和肾炎、高尿酸血症肾病、高血钾性周期性麻痹、系统性红斑狼疮、肌肉萎缩症、视神经萎缩伴或不伴耳聋,C,0
锁阳具有哪些功效,消痈,泻火解毒,散结通络止痛,活血祛风,益精血,E,该中药功效为补肾阳，益精血，润肠通便,E,1
香薷的性味归经是哪些,咸，平。归肺、胃、肝经。,苦，平。归肺经。,苦、微寒。归肺、大肠经。,苦，微寒。归肝、大肠经。,辛，微温。归肺、胃经。,E,该中药性味归经为辛，微温。归肺、胃经。,C,0
白及的性味归经是哪些,甘、酸，寒。归肝、心包经。,辛、苦，寒。归肺、肝、肾经。,苦、辛，寒。归肝、脾、肾经。,苦，微温。归脾、胃经。,苦、甘、涩，微寒。归肺、肝、胃经。,E,该中药性味归经为苦、甘、涩，微寒。归肺、肝、胃经。,A,0
青皮具有哪些功效,消积化滞,泻下祛积,平肝息风,止痢,凉血,A,该中药功效为疏肝破气，消积化滞,A,1
马鞭草具有哪些药理作用,平滑肌收缩,镇咳,抗溃疡,抗变态反应,抗病原微生物,B,该中药药理为镇咳，消炎，镇痛,D,0
蚕蛾的类别是什么,凉血止血药,清虚热药,清化热痰药,补阳药,息风止痉药,E,该中药二级类别为息风止痉药,E,1
牛黄与哪个靶标相关,ALKBH8,RELA,ATP1A2,AGPAT4,COL22A1,B,该中药靶点基因为SPDEF，Igf1it，PGR，SLC44A2，MUC2，Ces2d-ps，ICAM1，LDLR，RTP1，NCOA1，RELA。,A,0
南沙参与哪些靶点基因有关,DAPK1,MATK,SRD5A2,TPSAB1,ATP5F1EP2,C,该中药靶点基因为SRD5A2，HTR6，ACHE，ALB，AR，CYP19A1，CYP19A1，AHR，ADRB2，NR1H4，CA1，CA2，CA4，CTDSP1，CTSD，CISD1，CETP，BCHE，F10，CES2等。,A,0
太子参具有哪些药理作用,抗病毒,调节免疫力,润肺止咳,解酒,减少微血栓,A,该中药药理为抗疲劳，降血糖，降血脂，抗炎，祛痰，增强免疫功能，抗病毒，抗菌,B,0
香薷具有哪些功效,发表透疹,益气,养阴润肺,渗湿止泻,发汗解表,E,该中药功效为发汗解表，化湿和中，利水消肿,E,1
石楠叶的类别是哪些,解表药,祛风湿药,涌吐药,祛风湿药,补虚药,B,该中药一级类别为祛风湿药,B,1
火炭母配布渣叶具有哪些功效,消食健胃,润肺清热,温阳散寒,补肾固精,祛湿生津,E,该中药配伍为火炭母清热解毒，利湿；布渣叶清热利湿，消食化滞。二药配伍，增强清热祛湿，化滞止泻之效，适用于大肠湿热积滞所致之泄泻、大便稀溏、腹痛不适等。,A,0
党参有哪些药理作用,降低血液黏度,灭螺,消炎,活血化瘀,增强免疫功能,E,该中药药理为抗缺氧，抗心肌缺血，抗辐射，改善学习记忆，调节胃肠运动，增强免疫功能,A,0
细辛与哪些靶点基因有关,PTPN11,cIAP2-BIR3,SRD5A2,GEN1,NPR1,C,该中药靶点基因为SRD5A2，ACHE，ADCY10，AOX1，ALK，AR，CYP19A1，CYP19A1，AHR，AURKB，BCL2A1，ADRB2，NR1H4，CNR1，CNR2，CA12，CA1，CA2，CA4，CA7等。,B,0
车前草有哪些药理作用,利尿作用,安胎,促进免疫功能,解热,消肿,A,该中药药理为利尿作用，增加尿素尿酸排泄,A,1
桑白皮治疗哪些西医疾病,球形红细胞增多症,Franceschetti - Jadassohn综合征,高血压,单纯性表皮松解症,心肌病,E,该中药西医疾病为淀粉样变性、皮炎、伯纳德-苏利尔综合征、特应性皮炎、脾肿大、脱水型遗传性口腔粘膜细胞增多症、心肌病、盆腔脂肪瘤伴交叉性肾异位症、球形红细胞增多症、新型冠状病毒肺炎、失聪、特异性皮炎、冷冻性水肿,A,0
槐花适用于哪些证候,食积腹痛证,中气下陷证,肝热证,气虚血瘀证,风寒表证,C,该中药中医证候为肝热证，出血证,C,1
紫苏的类别是什么,清热药,化痰止咳平喘药,攻毒杀虫止痒药,解表药,解表药,D,该中药一级类别为解表药,D,1
桃仁治疗哪些中医疾病,滑精,厥头痛,经闭,哮喘,聘耳,C,该中药中医疾病为肠痈，肺痈，经闭，痛经，癥瘕，咳嗽，气喘,A,0
矮地茶治疗哪些西医疾病,海因茨身体贫血症,牛皮癣1,小头畸形脑缺陷痉挛低钠血症,低钙高钙血症,睾丸生殖细胞瘤,D,该中药西医疾病为低钙高钙血症、脑动静脉畸形、牙齿排列不齐，伴或不伴有乳牙发育不全/孤颌症、成髓不全症、新型冠状病毒肺炎、甲状腺肿、神经元病变、腹部肥胖-代谢综合征、甲状旁腺功能亢进症、角膜炎、远端骨硬化、四重单体、霍纳综合征、巨型水泥瘤、半面肌增生症、抗磷脂综合征、多发性脂肪囊肿、肌肉萎缩症、上前牙突出导致的错颌畸形,C,0
金银花治疗哪些西医疾病,胸腔内胃扭转,血浆升高,体重指数定量特征点1,脑淀粉样血管病,46xy性别逆转,B,该中药西医疾病为抗磷脂综合征、淀粉样变性、冠状动脉交叉、疱疹性皮炎、伴有免疫异常的主动脉钙化症、幽门狭窄、血浆升高、血管炎、肝硬化、神经性肠发育不良、肾炎/骨质疏松症、海因茨身体贫血症、盆腔脂肪瘤伴交叉性肾异位症、球形红细胞增多症、新型冠状病毒肺炎、失聪、白色海绵痣、冷冻性水肿,A,0
珍珠的类别是什么,化瘀止血药,峻下逐水药,祛风湿热药,息风止痉药,清热泻火药,D,该中药二级类别为息风止痉药,A,0
络石藤适用于哪些证候,心气虚证,燥痰证,风湿热痹证,胃热证,肺热证,C,该中药中医证候为风寒湿痹证，风湿热痹证,C,1
明党参的类别是哪些,补虚药,活血化瘀药,泻下药,利水渗湿药,收涩药,A,该中药一级类别为补虚药,A,1
金银花与哪些靶点基因有关,NUF2,ACHE,EPOR,RARA,PRICKLE1,B,该中药靶点基因为PLCG1，RNASEL，EBP，SRD5A2，PRKAB1，HTR3A，HTR7，ACHE，ADA，ADK，ADORA1，ADORA2A，ADORA2B，ADORA2A，ADORA3，AHCY，CD38，ALB，ADH1A，ALK等。,A,0
昆布含有哪些化学成分,多糖,甲基伪麻黄碱,异丹皮酚,表紫菀酮,原皂甙元Ⅱ,A,该中药化学成分为多糖，氨基酸，挥发油，碘,A,1
山银花的性味归经是哪些,甘，寒。归肺、心、胃经。,苦，微寒。归肺、心、胃经。,咸，寒。归肝经。,辛、咸，温。归膀胱经。,苦、辛，性温；有毒。归肺、肝、脾经。,A,该中药性味归经为甘，寒。归肺、心、胃经。,B,0
金果榄包含哪些化学成分,胆固醇,含水硫酸铝钾,芹菜素-6-C-半乳糖-8-C-阿拉伯糖苷,巴马汀,苍术烯内酯丙,D,该中药化学成分为防己碱，巴马汀，药根碱，古伦宾,C,0
威灵仙适用于哪些中医疾病,湿痹,难产,鼓胀,湿阻,白带,A,该中药中医疾病为湿痹,A,1
伸筋草适用于哪些中医疾病,血脱,风湿痹病,闪腰,震颤,腹水,B,该中药中医疾病为风湿痹病,C,0
贯叶金丝桃治疗哪些中医疾病,鼻渊,噎膈,积聚,乳痈,梅核气,D,该中药中医疾病为乳痈,A,0
白及与哪个靶标相关,MRPL15,TNF,HES2,BIRC7,CPN1,B,该中药靶点基因为ACHE，APP，CYP19A1，CYP19A1，AURKB，BACE1，BACE1，CNR1，CNR2，CA12，CA14，CA1，CA2，CA3，CA4，CA5A，CA5B，CA7，CA9，BCHE等。,D,0
蚕蛾有哪些药理作用,抗抑郁,镇痛,抗炎抗病原微生物,促进免疫功能,抗衰老||抗氧化,D,该中药药理为促进免疫功能,C,0
稻芽具有哪些功效,健脾开胃,通利关节,止咳祛痰,消肿定痛,消瘠积,A,该中药功效为消食和中，健脾开胃,A,1
竹茹的类别是什么,温化寒痰药,固精止带缩尿药,祛风湿强筋骨药,补阳药,清化热痰药,E,该中药二级类别为清化热痰药,E,1
马勃配玄参具有哪些功效,燥湿止痢,理气和胃,解毒利咽,活血疏肝,消肿止痛,E,该中药配伍为马勃质轻，长于清肺利咽，散上焦风热；玄参性寒质润，偏入阴分，长于滋阴降火，解毒散结，热毒实火及阴虚内热等证均可应用。二药配用，既能加强清热利咽止痛之功，又防热盛伤阴之弊，适用于风热上攻或热毒内盛所致的咽喉肿痛。、马勃质轻，长于清肺利咽，散上焦风热；玄参性寒质润，偏入阴分，长于滋阴降火，解毒散结，热毒实火及阴虚内热等证均可应用。二药配用，既能加强清热利咽止痛之功，又防热盛伤阴之弊，适用于风热上攻或热毒内盛所致的咽喉肿痛。,A,0
卷柏治疗哪些中医疾病,肠风,大头瘟,阳痿,毒蛇咬伤,脱肛,E,该中药中医疾病为脱肛，经闭，痛经，崩漏，癥瘕，吐血，便血,B,0
八角茴香治疗哪些证候,虫积证,肝胃气滞证,瘀血病证,血瘀证,肾虚证,E,该中药中医证候为胃寒证，肾虚证,B,0
